"","Indicator","Urban","Rural","Total","NFHS4","state","Flag_Urban","Flag_Rural","Flag_Total","Flag_NFHS4"
"884","98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%)",31.5,39.2,36,31.9,"Gujarat","","","",""
"885","99. Blood sugar level - high (141-160 mg/dl)23 (%)",8.4,7.9,8.1,NA,"Gujarat","","","",""
"886","100. Blood sugar level - very high (>160 mg/dl)23 (%)",7.6,6.1,6.7,NA,"Gujarat","","","",""
"887","101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",17.6,14.6,15.8,NA,"Gujarat","","","",""
"888","102. Blood sugar level - high (141-160 mg/dl)23 (%)",9.5,8.5,9,NA,"Gujarat","","","",""
"889","103. Blood sugar level - very high (>160 mg/dl)23 (%)",7.3,6.9,7.1,NA,"Gujarat","","","",""
"890","104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",17.8,16.2,16.9,NA,"Gujarat","","","",""
"891","105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",11.4,12,11.7,NA,"Gujarat","","","",""
"892","106. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%)",3.8,5.1,4.6,NA,"Gujarat","","","",""
"893","107. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",21.1,20.1,20.6,NA,"Gujarat","","","",""
"894","108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",12.7,13.3,13.1,NA,"Gujarat","","","",""
"895","109. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%)",3.9,4.8,4.4,NA,"Gujarat","","","",""
"896","110. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",20.3,20.3,20.3,NA,"Gujarat","","","",""
"897","111. Ever undergone a screening test for cervical cancer (%)",0.3,0.2,0.2,NA,"Gujarat","","","",""
"898","112. Ever undergone a breast examination for breast cancer (%)",0.1,0.1,0.1,NA,"Gujarat","","","",""
"899","113. Ever undergone an oral cavity examination for oral cancer (%)",0.2,0.2,0.2,NA,"Gujarat","","","",""
"900","114. Ever undergone an oral cavity examination for oral cancer (%)",0.5,0.9,0.7,NA,"Gujarat","","","",""
"901","115. Women who have comprehensive knowledge24 of HIV/AIDS (%)",36.3,22.8,28.5,18.4,"Gujarat","","","",""
"902","116. Men who have comprehensive knowledge24 of HIV/AIDS (%)",40.7,31.9,35.7,31.5,"Gujarat","","","",""
"903","117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",79.1,57.6,66.7,43.2,"Gujarat","","","",""
"904","118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",89.1,77.5,82.5,68.6,"Gujarat","","","",""
"905","119. Currently married women who usually participate in three household decisions25 (%)",94.4,90.7,92.2,85.4,"Gujarat","","","",""
"906","120. Women who worked in the last 12 months and were paid in cash (%)",26.4,34.1,30.8,30.2,"Gujarat","","","",""
"907","121. Women owning a house and/or land (alone or jointly with others) (%)",41.6,43.3,42.6,27.2,"Gujarat","","","",""
"908","122. Women having a bank or savings account that they themselves use (%)",73.5,67.5,70,48.6,"Gujarat","","","",""
"909","123. Women having a mobile phone that they themselves use (%)",66,36.2,48.8,47.9,"Gujarat","","","",""
"910","124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%)",77.6,58.6,65.8,60.3,"Gujarat","","","",""
"911","125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%)",10,16.8,14,20.2,"Gujarat","","","",""
"912","126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%)",2.2,1.2,1.6,1.9,"Gujarat","","","",""
"913","127. Young women age 18-29 years who experienced sexual violence by age 18 (%)",3,4,3.6,5.2,"Gujarat","","","",""
"914","128. Women age 15 years and above who use any kind of tobacco (%)",5.4,11,8.7,NA,"Gujarat","","","",""
"915","129. Men age 15 years and above who use any kind of tobacco (%)",33.6,46.7,41.1,NA,"Gujarat","","","",""
"916","130. Women age 15 years and above who consume alcohol (%)",0.3,0.8,0.6,NA,"Gujarat","","","",""
"917","131. Men age 15 years and above who consume alcohol (%)",4.6,6.8,5.8,NA,"Gujarat","","","",""
"918","1. Female population age 6 years and above who ever attended school (%)",92.4,79.3,81,79,"Himachal Pradesh","","","",""
"919","2. Population below age 15 years (%)",20.7,22,21.8,24.6,"Himachal Pradesh","","","",""
"920","3. Sex ratio of the total population (females per 1,000 males)",936,1057,1040,1078,"Himachal Pradesh","","","",""
"921","4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",843,880,875,937,"Himachal Pradesh","","","",""
"922","5. Children under age 5 years whose birth was registered with the civil authority (%)",97.9,97.9,97.9,95.3,"Himachal Pradesh","","","",""
"923","6. Deaths in the last 3 years registered with the civil authority (%)",95.8,93.7,94,NA,"Himachal Pradesh","","","",""
"924","7. Population living in households with electricity (%)",99,99.5,99.5,99.5,"Himachal Pradesh","","","",""
"925","8. Population living in households with an improved drinking-water source1 (%)",98.4,95.9,96.2,94.9,"Himachal Pradesh","","","",""
"926","9. Population living in households that use an improved sanitation facility2 (%)",85,81.3,81.8,72.3,"Himachal Pradesh","","","",""
"927","10. Households using clean fuel for cooking3 (%)",94.7,44.5,51.7,36.7,"Himachal Pradesh","","","",""
"928","11. Households using iodized salt (%)",99,99.1,99.1,99.1,"Himachal Pradesh","","","",""
"929","12. Households with any usual member covered under a health insurance/financing scheme (%)",37.1,34.1,34.5,25.8,"Himachal Pradesh","","","",""
"930","13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",12.3,3.4,4.6,NA,"Himachal Pradesh","","","",""
"931","14. Women who are literate4 (%)",95,91.2,91.7,NA,"Himachal Pradesh","","","",""
"932","15. Men who are literate4 (%)",91.7,95.4,94.9,NA,"Himachal Pradesh","","","",""
"933","16. Women with 10 or more years of schooling (%)",79.8,63.8,65.9,59.4,"Himachal Pradesh","","","",""
"934","17. Men with 10 or more years of schooling (%)",78.7,70.1,71.3,71.2,"Himachal Pradesh","","","",""
"935","18. Women who have ever used the internet (%)",78.9,45.2,49.7,NA,"Himachal Pradesh","","","",""
"936","19. Men who have ever used the internet (%)",83.7,65.1,67.9,NA,"Himachal Pradesh","","","",""
"937","20. Women age 20-24 years married before age 18 years (%)",7.2,5.1,5.4,8.6,"Himachal Pradesh","","","",""
"938","21. Men age 25-29 years married before age 21 years (%)",NA,4.1,4.6,7.3,"Himachal Pradesh","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"939","22. Total fertility rate (children per woman)",1.4,1.7,1.7,1.9,"Himachal Pradesh","","","",""
"940","23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",4.5,3.3,3.4,2.6,"Himachal Pradesh","","","",""
"941","24. Adolescent fertility rate for women age 15-19 years5",21,22,22,25,"Himachal Pradesh","","","",""
"942","25. Neonatal mortality rate (NNMR)",NA,21.3,20.5,25.5,"Himachal Pradesh","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"943","26. Infant mortality rate (IMR)",NA,27.1,25.6,34.3,"Himachal Pradesh","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"944","27. Under-five mortality rate (U5MR)",NA,30.9,28.9,37.6,"Himachal Pradesh","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"945","28. Any method6 (%)",75.2,74.1,74.2,57,"Himachal Pradesh","","","",""
"946","29. Any modern method6 (%)",59.3,64,63.4,52.1,"Himachal Pradesh","","","",""
"947","30. Female sterilization (%)",21.7,40.2,37.7,34.5,"Himachal Pradesh","","","",""
"948","31. Male sterilization (%)",2.5,3.5,3.3,2.4,"Himachal Pradesh","","","",""
"949","32. IUD/PPIUD (%)",0.9,1.2,1.1,0.9,"Himachal Pradesh","","","",""
"950","33. Pill (%)",2,1.4,1.5,1.5,"Himachal Pradesh","","","",""
"951","34. Condom (%)",31.9,17.3,19.2,12.7,"Himachal Pradesh","","","",""
"952","35. Injectables (%)",0,0.1,0.1,0.1,"Himachal Pradesh","","","",""
"953","36. Total unmet need7 (%)",9.3,7.7,7.9,15.7,"Himachal Pradesh","","","",""
"954","37. Unmet need for spacing7 (%)",3.7,2.6,2.8,4.8,"Himachal Pradesh","","","",""
"955","38. Health worker ever talked to female non-users about family planning (%)",17.3,19.5,19.3,15.8,"Himachal Pradesh","","","",""
"956","39. Current users ever told about side effects of current method8 (%)",67.2,57.1,58.1,40.1,"Himachal Pradesh","Based on 25-49 unweighted cases","","",""
"957","40. Mothers who had an antenatal check-up in the first trimester (%)",81.6,71.2,72.4,70.5,"Himachal Pradesh","","","",""
"958","41. Mothers who had at least 4 antenatal care visits (%)",77.3,69.3,70.3,69.1,"Himachal Pradesh","","","",""
"959","42. Mothers whose last birth was protected against neonatal tetanus9 (%)",86.7,90.5,90,86.2,"Himachal Pradesh","","","",""
"960","43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",72.9,66.4,67.2,49.4,"Himachal Pradesh","","","",""
"961","44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",44.4,42.8,43,22.7,"Himachal Pradesh","","","",""
"962","45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",97.8,98.8,98.7,95.4,"Himachal Pradesh","","","",""
"963","46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",88.8,86,86.3,70.2,"Himachal Pradesh","","","",""
"964","47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",9411,3138,3760,3329,"Himachal Pradesh","","","",""
"965","48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,8.2,7.6,1.5,"Himachal Pradesh","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"966","49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",89.5,85.5,86,NA,"Himachal Pradesh","","","",""
"967","50. Institutional births (%)",93.1,87.6,88.2,76.4,"Himachal Pradesh","","","",""
"968","51. Institutional births in public facility (%)",64.2,72.7,71.7,61.6,"Himachal Pradesh","","","",""
"969","52. Home births that were conducted by skilled health personnel10 (%)",0.8,1.8,1.7,3.4,"Himachal Pradesh","","","",""
"970","53. Births attended by skilled health personnel10 (%)",90.3,86.6,87.1,78.9,"Himachal Pradesh","","","",""
"971","54. Births delivered by caesarean section (%)",26.2,20.3,21,16.7,"Himachal Pradesh","","","",""
"972","55. Births in a private health facility that were delivered by caesarean section (%)",46.7,52.6,51.4,44.4,"Himachal Pradesh","","","",""
"973","56. Births in a public health facility that were delivered by caesarean section (%)",19.8,17.2,17.4,16.4,"Himachal Pradesh","","","",""
"974","57. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",94.1,88.5,89.3,69.5,"Himachal Pradesh","Based on 25-49 unweighted cases","","",""
"975","58. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",100,95.8,96.4,85.4,"Himachal Pradesh","Based on 25-49 unweighted cases","","",""
"976","59. Children age 12-23 months who have received BCG (%)",97.7,98.2,98.2,94.8,"Himachal Pradesh","Based on 25-49 unweighted cases","","",""
"977","60. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",95.4,89.3,90.1,82.4,"Himachal Pradesh","Based on 25-49 unweighted cases","","",""
"978","61. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",94.1,96.4,96.1,85,"Himachal Pradesh","Based on 25-49 unweighted cases","","",""
"979","62. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",96.4,95.9,95.9,87.5,"Himachal Pradesh","Based on 25-49 unweighted cases","","",""
"980","63. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",30.6,44.2,42.4,NA,"Himachal Pradesh","Based on 25-49 unweighted cases","","",""
"981","64. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",73.4,90,87.9,NA,"Himachal Pradesh","Based on 25-49 unweighted cases","","",""
"982","65. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",94.1,96.6,96.3,74.1,"Himachal Pradesh","Based on 25-49 unweighted cases","","",""
"983","66. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",71.6,78.1,77.3,72.1,"Himachal Pradesh","","","",""
"984","67. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",93.6,98.1,97.5,97.9,"Himachal Pradesh","Based on 25-49 unweighted cases","","",""
"985","68. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",5.1,1.3,1.8,1.9,"Himachal Pradesh","Based on 25-49 unweighted cases","","",""
"986","69. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",3.6,4.9,4.7,6.6,"Himachal Pradesh","","","",""
"987","70. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,74.6,73.7,62.7,"Himachal Pradesh","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"988","71. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,19.8,19.5,15,"Himachal Pradesh","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"989","72. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,69.5,67.9,67.7,"Himachal Pradesh","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"990","73. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",4,1.1,1.5,1.6,"Himachal Pradesh","","","",""
"991","74. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",67.3,77.9,76.2,78.4,"Himachal Pradesh","Based on 25-49 unweighted cases","","",""
"992","75. Children under age 3 years breastfed within one hour of birth15 (%)",43.8,45.3,45.1,41.1,"Himachal Pradesh","","","",""
"993","76. Children under age 6 months exclusively breastfed16 (%)",NA,71.3,69.9,67.2,"Himachal Pradesh","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"994","77. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,69.5,68.3,52.9,"Himachal Pradesh","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"995","78. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",15.1,18.5,18,11.2,"Himachal Pradesh","Based on 25-49 unweighted cases","","",""
"996","79. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,23.2,21.6,10,"Himachal Pradesh","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"997","80. Total children age 6-23 months receiving an adequate diet16, 17 (%)",14.4,19.7,19,10.9,"Himachal Pradesh","","","",""
"998","81. Children under 5 years who are stunted (height-for-age)18 (%)",27,31.3,30.8,26.3,"Himachal Pradesh","","","",""
"999","82. Children under 5 years who are wasted (weight-for-height)18 (%)",16.2,17.6,17.4,13.7,"Himachal Pradesh","","","",""
"1000","83. Children under 5 years who are severely wasted (weight-for-height)19 (%)",6.3,7,6.9,3.9,"Himachal Pradesh","","","",""
"1001","84. Children under 5 years who are underweight (weight-for-age)18 (%)",24.6,25.6,25.5,21.2,"Himachal Pradesh","","","",""
"1002","85. Children under 5 years who are overweight (weight-for-height)20 (%)",5.4,5.7,5.7,1.9,"Himachal Pradesh","","","",""
