"state","Indicator","Urban","Rural","Total","NFHS4","Flag_Urban","Flag_Rural","Flag_Total","Flag_NFHS4"
"Madhya Pradesh","99. Blood sugar level - high (141-160 mg/dl)23 (%)",5.4,5.2,5.3,NA,"","","",""
"Madhya Pradesh","100. Blood sugar level - very high (>160 mg/dl)23 (%)",4.9,3.6,3.9,NA,"","","",""
"Madhya Pradesh","101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",11.2,9.4,9.8,NA,"","","",""
"Madhya Pradesh","102. Blood sugar level - high (141-160 mg/dl)23 (%)",6.2,6.7,6.6,NA,"","","",""
"Madhya Pradesh","103. Blood sugar level - very high (>160 mg/dl)23 (%)",5.9,4.6,4.9,NA,"","","",""
"Madhya Pradesh","104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",13.1,11.9,12.2,NA,"","","",""
"Madhya Pradesh","105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",13.9,12.9,13.2,NA,"","","",""
"Madhya Pradesh","106. Moderately or severely elevated blood pressure (Systolic >160 mm of Hg and/or Diastolic >100 mm of Hg) (%)",5.2,5.2,5.2,NA,"","","",""
"Madhya Pradesh","107. Elevated blood pressure (Systolic >140 mm of Hg and/or Diastolic >90 mm of Hg) or taking medicine to control blood pressure (%)",22.5,19.9,20.6,NA,"","","",""
"Madhya Pradesh","108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",17.9,15.3,16,NA,"","","",""
"Madhya Pradesh","109. Moderately or severely elevated blood pressure (Systolic >160 mm of Hg and/or Diastolic >100 mm of Hg) (%)",5.9,5.1,5.3,NA,"","","",""
"Madhya Pradesh","110. Elevated blood pressure (Systolic >140 mm of Hg and/or Diastolic >90 mm of Hg) or taking medicine to control blood pressure (%)",25.9,21.5,22.7,NA,"","","",""
"Madhya Pradesh","111. Ever undergone a screening test for cervical cancer (%)",1.1,0.7,0.8,NA,"","","",""
"Madhya Pradesh","112. Ever undergone a breast examination for breast cancer (%)",0.8,0.4,0.5,NA,"","","",""
"Madhya Pradesh","113. Ever undergone an oral cavity examination for oral cancer (%)",0.9,0.6,0.7,NA,"","","",""
"Madhya Pradesh","114. Ever undergone an oral cavity examination for oral cancer (%)",0.9,0.8,0.9,NA,"","","",""
"Madhya Pradesh","115. Women who have comprehensive knowledge24 of HIV/AIDS (%)",26.7,16,18.7,18.1,"","","",""
"Madhya Pradesh","116. Men who have comprehensive knowledge24 of HIV/AIDS (%)",29.7,25,26.3,29.3,"","","",""
"Madhya Pradesh","117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",75.3,61.5,65.1,46.8,"","","",""
"Madhya Pradesh","118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",84.2,76.4,78.5,70.1,"","","",""
"Madhya Pradesh","119. Currently married women who usually participate in three household decisions25 (%)",91.7,84.1,86,82.8,"","","",""
"Madhya Pradesh","120. Women who worked in the last 12 months and were paid in cash (%)",23.2,28,26.8,29.9,"","","",""
"Madhya Pradesh","121. Women owning a house and/or land (alone or jointly with others) (%)",35.8,41.3,39.9,43.5,"","","",""
"Madhya Pradesh","122. Women having a bank or savings account that they themselves use (%)",78.5,73.3,74.7,37.3,"","","",""
"Madhya Pradesh","123. Women having a mobile phone that they themselves use (%)",58.8,31.4,38.5,28.7,"","","",""
"Madhya Pradesh","124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%)",81.9,53.4,60.5,37.6,"","","",""
"Madhya Pradesh","125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%)",26.4,28.7,28.1,33,"","","",""
"Madhya Pradesh","126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%)",2.8,2.1,2.3,3.3,"","","",""
"Madhya Pradesh","127. Young women age 18-29 years who experienced sexual violence by age 18 (%)",0.5,1.2,1,1.9,"","","",""
"Madhya Pradesh","128. Women age 15 years and above who use any kind of tobacco (%)",6.5,11.6,10.2,NA,"","","",""
"Madhya Pradesh","129. Men age 15 years and above who use any kind of tobacco (%)",35.3,50.8,46.5,NA,"","","",""
"Madhya Pradesh","130. Women age 15 years and above who consume alcohol (%)",0.5,1.2,1,NA,"","","",""
"Madhya Pradesh","131. Men age 15 years and above who consume alcohol (%)",13.2,18.6,17.1,NA,"","","",""
"Odisha","1. Female population age 6 years and above who ever attended school (%)",83.1,69.1,71.5,67.8,"","","",""
"Odisha","2. Population below age 15 years (%)",22,25.6,24.9,26.6,"","","",""
"Odisha","3. Sex ratio of the total population (females per 1,000 males)",1010,1074,1063,1036,"","","",""
"Odisha","4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",950,885,894,932,"","","",""
"Odisha","5. Children under age 5 years whose birth was registered with the civil authority (%)",95.2,90,90.8,82.1,"","","",""
"Odisha","6. Deaths in the last 3 years registered with the civil authority (%)",80.1,67.8,69.8,NA,"","","",""
"Odisha","7. Population living in households with electricity (%)",99.1,96.6,97,86.6,"","","",""
"Odisha","8. Population living in households with an improved drinking-water source1 (%)",97.3,89.8,91.1,89.1,"","","",""
"Odisha","9. Population living in households that use an improved sanitation facility2 (%)",72.3,58,60.5,30,"","","",""
"Odisha","10. Households using clean fuel for cooking3 (%)",76.9,26.1,34.7,19.2,"","","",""
"Odisha","11. Households using iodized salt (%)",99.5,97.7,98,93,"","","",""
"Odisha","12. Households with any usual member covered under a health insurance/financing scheme (%)",29.5,51.7,47.9,47.7,"","","",""
"Odisha","13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",8.5,11.2,10.8,NA,"","","",""
"Odisha","14. Women who are literate4 (%)",81.9,66.7,69.5,NA,"","","",""
"Odisha","15. Men who are literate4 (%)",88.8,83.4,84.6,NA,"","","",""
"Odisha","16. Women with 10 or more years of schooling (%)",47.9,29.6,33,26.7,"","","",""
"Odisha","17. Men with 10 or more years of schooling (%)",46,36.6,38.6,37.1,"","","",""
"Odisha","18. Women who have ever used the internet (%)",39.7,21.3,24.9,NA,"","","",""
"Odisha","19. Men who have ever used the internet (%)",64.2,47.2,50.7,NA,"","","",""
"Odisha","20. Women age 20-24 years married before age 18 years (%)",14.5,21.7,20.5,21.3,"","","",""
"Odisha","21. Men age 25-29 years married before age 21 years (%)",7.8,14.8,13.3,11,"","","",""
"Odisha","22. Total fertility rate (children per woman)",1.5,1.9,1.8,2.1,"","","",""
"Odisha","23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",6.1,7.9,7.6,7.6,"","","",""
"Odisha","24. Adolescent fertility rate for women age 15-19 years5",27,43,40,46,"","","",""
"Odisha","25. Neonatal mortality rate (NNMR)",24.6,27.5,27,28.2,"","","",""
"Odisha","26. Infant mortality rate (IMR)",31.2,37.2,36.3,39.6,"","","",""
"Odisha","27. Under-five mortality rate (U5MR)",32,42.7,41.1,48.1,"","","",""
"Odisha","28. Any method6 (%)",76.9,73.6,74.1,57.3,"","","",""
"Odisha","29. Any modern method6 (%)",47.2,49.1,48.8,45.4,"","","",""
"Odisha","30. Female sterilization (%)",24.4,28.8,28,28.2,"","","",""
"Odisha","31. Male sterilization (%)",0.2,0.3,0.3,0.2,"","","",""
"Odisha","32. IUD/PPIUD (%)",2.3,2.6,2.6,1.1,"","","",""
"Odisha","33. Pill (%)",10.3,11,10.8,12,"","","",""
"Odisha","34. Condom (%)",8.8,4.9,5.5,3.4,"","","",""
"Odisha","35. Injectables (%)",0.4,0.2,0.2,0.2,"","","",""
"Odisha","36. Total unmet need7 (%)",6.6,7.3,7.2,13.6,"","","",""
"Odisha","37. Unmet need for spacing7 (%)",1.9,2.7,2.5,4.7,"","","",""
"Odisha","38. Health worker ever talked to female non-users about family planning (%)",19.9,26.7,25.5,23,"","","",""
"Odisha","39. Current users ever told about side effects of current method8 (%)",71.8,73.3,73.1,61.6,"","","",""
"Odisha","40. Mothers who had an antenatal check-up in the first trimester (%)",79.2,76.5,76.9,64,"","","",""
"Odisha","41. Mothers who had at least 4 antenatal care visits (%)",82,77.4,78.1,61.9,"","","",""
"Odisha","42. Mothers whose last birth was protected against neonatal tetanus9 (%)",94.5,95.3,95.2,94.3,"","","",""
"Odisha","43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",64.4,60.2,60.8,36.5,"","","",""
"Odisha","44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",38,33.8,34.4,4.2,"","","",""
"Odisha","45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",99.4,99.4,99.4,97.2,"","","",""
"Odisha","46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",91.7,87.8,88.4,73.2,"","","",""
"Odisha","47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",5066,3998,4139,4226,"","","",""
"Odisha","48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,10.3,10.5,6.9,"Percentage not shown; based on fewer than 25 unweighted cases","","",""
"Odisha","49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",91.2,87.6,88.1,NA,"","","",""
"Odisha","50. Institutional births (%)",97.5,91.3,92.2,85.3,"","","",""
"Odisha","51. Institutional births in public facility (%)",70.8,80,78.7,75.8,"","","",""
"Odisha","52. Home births that were conducted by skilled health personnel10 (%)",1,2.1,1.9,3.3,"","","",""
"Odisha","53. Births attended by skilled health personnel10 (%)",94.8,91.3,91.8,86.5,"","","",""
"Odisha","54. Births delivered by caesarean section (%)",34.1,19.5,21.6,13.8,"","","",""
"Odisha","55. Births in a private health facility that were delivered by caesarean section (%)",68.6,71.5,70.7,53.7,"","","",""
"Odisha","56. Births in a public health facility that were delivered by caesarean section (%)",22.3,14.2,15.3,11.5,"","","",""
"Odisha","57. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",92,90.2,90.5,78.6,"","","",""
"Odisha","58. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",93.4,90.2,90.7,89.8,"","","",""
"Odisha","59. Children age 12-23 months who have received BCG (%)",98.2,97.1,97.3,94.1,"","","",""
"Odisha","60. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",92.6,91.6,91.7,82.8,"","","",""
"Odisha","61. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",98.4,94,94.7,89.2,"","","",""
"Odisha","62. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",97.7,95.6,95.9,87.9,"","","",""
"Odisha","63. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",39.2,46.4,45.3,NA,"","","",""
"Odisha","64. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",90.6,87.7,88.1,NA,"","","",""
"Odisha","65. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",98.4,93.7,94.4,83.2,"","","",""
"Odisha","66. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",82.5,87.9,87.1,75.6,"","","",""
"Odisha","67. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",91.8,99.1,98.1,98.3,"","","",""
"Odisha","68. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",6.8,0.5,1.4,1,"","","",""
"Odisha","69. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",10.2,9.6,9.7,9.8,"","","",""
"Odisha","70. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",61.1,66.5,65.7,68.6,"","","",""
"Odisha","71. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",31.4,37.9,36.9,17,"","","",""
"Odisha","72. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",55.2,56.4,56.2,68.6,"","","",""
"Odisha","73. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.8,3.2,3.2,2.4,"","","",""
"Odisha","74. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",68.9,64.8,65.4,72.9,"","","",""
"Odisha","75. Children under age 3 years breastfed within one hour of birth15 (%)",67.9,68.6,68.5,68.5,"","","",""
"Odisha","76. Children under age 6 months exclusively breastfed16 (%)",68.3,73.7,72.9,65.6,"","","",""
"Odisha","77. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",51.1,69.6,67.5,54.9,"Based on 25-49 unweighted cases","","",""
"Odisha","78. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",14,21.3,20.3,8.9,"","","",""
"Odisha","79. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,22.3,22.5,5,"Percentage not shown; based on fewer than 25 unweighted cases","","",""
"Odisha","80. Total children age 6-23 months receiving an adequate diet16, 17 (%)",14.7,21.4,20.4,8.5,"","","",""
"Odisha","81. Children under 5 years who are stunted (height-for-age)18 (%)",24.9,32,31,34.1,"","","",""
"Odisha","82. Children under 5 years who are wasted (weight-for-height)18 (%)",14.9,18.6,18.1,20.4,"","","",""
"Odisha","83. Children under 5 years who are severely wasted (weight-for-height)19 (%)",3.9,6.4,6.1,6.4,"","","",""
"Odisha","84. Children under 5 years who are underweight (weight-for-age)18 (%)",21.5,31,29.7,34.4,"","","",""
"Odisha","85. Children under 5 years who are overweight (weight-for-height)20 (%)",5.5,3.2,3.5,2.6,"","","",""
"Odisha","86. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",12.6,22.6,20.8,26.5,"","","",""
"Odisha","87. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%)",10.9,16.5,15.3,19.5,"","","",""
"Odisha","88. Women who are overweight or obese (BMI >25.0 kg/m2)21 (%)",40.1,19.2,23,16.5,"","","",""
"Odisha","89. Men who are overweight or obese (BMI >25.0 kg/m2) (%)",32.2,19.7,22.2,17.2,"","","",""
"Odisha","90. Women who have high risk waist-to-hip ratio (>0.85) (%)",70.7,61.3,63,NA,"","","",""
"Odisha","91. Men who have high risk waist-to-hip ratio (>0.90) (%)",59.7,54.6,55.6,NA,"","","",""
"Odisha","92. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",56.2,65.6,64.2,44.6,"","","",""
"Odisha","93. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",61.6,65,64.4,51.2,"","","",""
"Odisha","94. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",59.5,62.2,61.8,47.6,"","","",""
"Odisha","95. All women age 15-49 years who are anaemic22 (%)",61.5,64.9,64.3,51,"","","",""
"Odisha","96. All women age 15-19 years who are anaemic22 (%)",61.4,66.3,65.5,51,"","","",""
"Odisha","97. Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%)",24,29.6,28.5,28.3,"","","",""
"Odisha","98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%)",20.4,32.6,30,30.3,"","","",""
"Odisha","99. Blood sugar level - high (141-160 mg/dl)23 (%)",7.1,6.4,6.5,NA,"","","",""
"Odisha","100. Blood sugar level - very high (>160 mg/dl)23 (%)",8.9,6.2,6.6,NA,"","","",""
"Odisha","101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",17.4,13.3,14,NA,"","","",""
"Odisha","102. Blood sugar level - high (141-160 mg/dl)23 (%)",7.5,7.3,7.3,NA,"","","",""
"Odisha","103. Blood sugar level - very high (>160 mg/dl)23 (%)",11.1,8.3,8.7,NA,"","","",""
"Odisha","104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",20.3,16.4,17,NA,"","","",""
"Odisha","105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",13.3,12.9,12.9,NA,"","","",""
"Odisha","106. Moderately or severely elevated blood pressure (Systolic >160 mm of Hg and/or Diastolic >100 mm of Hg) (%)",5.4,5.7,5.6,NA,"","","",""
"Odisha","107. Elevated blood pressure (Systolic >140 mm of Hg and/or Diastolic >90 mm of Hg) or taking medicine to control blood pressure (%)",24.5,21.9,22.4,NA,"","","",""
"Odisha","108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",18.3,16.5,16.8,NA,"","","",""
"Odisha","109. Moderately or severely elevated blood pressure (Systolic >160 mm of Hg and/or Diastolic >100 mm of Hg) (%)",6.9,6,6.1,NA,"","","",""
"Odisha","110. Elevated blood pressure (Systolic >140 mm of Hg and/or Diastolic >90 mm of Hg) or taking medicine to control blood pressure (%)",29.3,24.9,25.6,NA,"","","",""
"Odisha","111. Ever undergone a screening test for cervical cancer (%)",1,0.9,0.9,NA,"","","",""
"Odisha","112. Ever undergone a breast examination for breast cancer (%)",0.2,0.2,0.2,NA,"","","",""
"Odisha","113. Ever undergone an oral cavity examination for oral cancer (%)",0.1,0.3,0.3,NA,"","","",""
"Odisha","114. Ever undergone an oral cavity examination for oral cancer (%)",2.9,0.8,1.2,NA,"","","",""
"Odisha","115. Women who have comprehensive knowledge24 of HIV/AIDS (%)",25.1,20.5,21.4,20.3,"","","",""
