"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"103. Women age 15 years and above who consume alcohol (%)",0.6,NA,"","","BR","Katihar"
"104. Men age 15 years and above who consume alcohol (%)",10.3,NA,"","","BR","Katihar"
"1. Female population age 6 years and above who ever attended school (%)",60.6,53.7,"","","BR","Khagaria"
"2. Population below age 15 years (%)",41.3,42.5,"","","BR","Khagaria"
"3. Sex ratio of the total population (females per 1,000 males)",1111,1043,"","","BR","Khagaria"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",918,970,"","","BR","Khagaria"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",66.8,62.5,"","","BR","Khagaria"
"6. Deaths in the last 3 years registered with the civil authority (%)",31.8,NA,"","","BR","Khagaria"
"7. Population living in households with electricity (%)",94.5,54.4,"","","BR","Khagaria"
"8. Population living in households with an improved drinking-water source1 (%)",98.8,99.8,"","","BR","Khagaria"
"9. Population living in households that use an improved sanitation facility2 (%)",65,31.2,"","","BR","Khagaria"
"10. Households using clean fuel for cooking3 (%)",33.2,13.4,"","","BR","Khagaria"
"11. Households using iodized salt (%)",88,97.2,"","","BR","Khagaria"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",15.6,7.9,"","","BR","Khagaria"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",7.2,NA,"","","BR","Khagaria"
"14. Women who are literate4 (%)",51.8,NA,"","","BR","Khagaria"
"15. Women with 10 or more years of schooling (%)",26.6,20.7,"","","BR","Khagaria"
"16. Women age 20-24 years married before age 18 years (%)",44.9,50.4,"","","BR","Khagaria"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",6,6,"","","BR","Khagaria"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",15.1,16.8,"","","BR","Khagaria"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",50.5,30.5,"","","BR","Khagaria"
"20. Any method6 (%)",40.9,28.3,"","","BR","Khagaria"
"21. Any modern method6 (%)",34.9,27.6,"","","BR","Khagaria"
"22. Female sterilization (%)",27.4,25.2,"","","BR","Khagaria"
"23. Male sterilization (%)",0.1,0,"","","BR","Khagaria"
"24. IUD/PPIUD (%)",0.2,0.4,"","","BR","Khagaria"
"25. Pill (%)",1.7,0.6,"","","BR","Khagaria"
"26. Condom (%)",2.8,0.7,"","","BR","Khagaria"
"27. Injectables (%)",0.5,0.8,"","","BR","Khagaria"
"28. Total unmet need7 (%)",15.4,22.1,"","","BR","Khagaria"
"29. Unmet need for spacing7 (%)",9.5,12,"","","BR","Khagaria"
"30. Health worker ever talked to female non-users about family planning (%)",14.4,10.9,"","","BR","Khagaria"
"31. Current users ever told about side effects of current method8 (%)",56.2,31.7,"","","BR","Khagaria"
"32. Mothers who had an antenatal check-up in the first trimester (%)",44.6,33.9,"","","BR","Khagaria"
"33. Mothers who had at least 4 antenatal care visits (%)",17.4,13.2,"","","BR","Khagaria"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",83.9,90.6,"","","BR","Khagaria"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",15.8,6,"","","BR","Khagaria"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",3.5,0.4,"","","BR","Khagaria"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",89.5,84.7,"","","BR","Khagaria"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",54.2,55.8,"","","BR","Khagaria"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",4327,946,"","","BR","Khagaria"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",7.3,3.3,"","","BR","Khagaria"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",52.2,NA,"","","BR","Khagaria"
"42. Institutional births (%)",74.2,71.2,"","","BR","Khagaria"
"43. Institutional births in public facility (%)",64,61.1,"","","BR","Khagaria"
"44. Home births that were conducted by skilled health personnel10 (%)",8.8,7.7,"","","BR","Khagaria"
"45. Births attended by skilled health personnel10 (%)",82.3,77.1,"","","BR","Khagaria"
"46. Births delivered by caesarean section (%)",4.4,3.1,"","","BR","Khagaria"
"47. Births in a private health facility that were delivered by caesarean section (%)",38,24.8,"","","BR","Khagaria"
"48. Births in a public health facility that were delivered by caesarean section (%)",0.8,0.9,"","","BR","Khagaria"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",64.7,65.9,"","","BR","Khagaria"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",84.3,79.5,"","","BR","Khagaria"
"51. Children age 12-23 months who have received BCG (%)",97.1,97.5,"","","BR","Khagaria"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",73.1,73.5,"","","BR","Khagaria"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",83.7,89.3,"","","BR","Khagaria"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",82.6,83.5,"","","BR","Khagaria"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",31.4,NA,"","","BR","Khagaria"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",2.6,NA,"","","BR","Khagaria"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",82.9,73,"","","BR","Khagaria"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",62.9,66.6,"","","BR","Khagaria"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",92.9,99.3,"","","BR","Khagaria"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",2.6,0,"","","BR","Khagaria"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",13.9,7,"","","BR","Khagaria"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",55.6,47.3,"","","BR","Khagaria"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",27.4,26.2,"","","BR","Khagaria"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",69.2,71.9,"","","BR","Khagaria"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1.6,1.9,"","","BR","Khagaria"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",81.2,68.7,"","","BR","Khagaria"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",26.3,32.4,"","","BR","Khagaria"
"68. Children under age 6 months exclusively breastfed16 (%)",48.2,48.4,"","","BR","Khagaria"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",34.5,25,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Khagaria"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",16.5,6.2,"","","BR","Khagaria"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",15.6,11,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Khagaria"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",16.3,6.8,"","","BR","Khagaria"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",34.8,49.8,"","","BR","Khagaria"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",25.3,17,"","","BR","Khagaria"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",9.3,6.6,"","","BR","Khagaria"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",36.4,42.4,"","","BR","Khagaria"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",1.4,1.7,"","","BR","Khagaria"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",24.7,31.1,"","","BR","Khagaria"
"79. Women who are overweight or obese (BMI â‰¥25.0 kg/m2)21 (%)",18.1,10.7,"","","BR","Khagaria"
"80. Women who have high risk waist-to-hip ratio (â‰¥0.85) (%)",56.5,NA,"","","BR","Khagaria"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",67.1,63.4,"","","BR","Khagaria"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",59.1,60.1,"","","BR","Khagaria"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",62.9,56.2,"","","BR","Khagaria"
"84. All women age 15-49 years who are anaemic22 (%)",59.5,59.8,"","","BR","Khagaria"
"85. All women age 15-19 years who are anaemic22 (%)",65.1,63.4,"","","BR","Khagaria"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",8.4,NA,"","","BR","Khagaria"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",7.8,NA,"","","BR","Khagaria"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",17.1,NA,"","","BR","Khagaria"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",9.8,NA,"","","BR","Khagaria"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",10.8,NA,"","","BR","Khagaria"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",21.7,NA,"","","BR","Khagaria"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",7.5,NA,"","","BR","Khagaria"
"93. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",2.3,NA,"","","BR","Khagaria"
"94. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",13,NA,"","","BR","Khagaria"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",9.4,NA,"","","BR","Khagaria"
"96. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",3.1,NA,"","","BR","Khagaria"
"97. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",16.1,NA,"","","BR","Khagaria"
"98.Ever undergone a screening test for cervical cancer (%)",0.7,NA,"","","BR","Khagaria"
"99.Ever undergone a breast examination for breast cancer (%)",0.2,NA,"","","BR","Khagaria"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.9,NA,"","","BR","Khagaria"
"101. Women age 15 years and above who use any kind of tobacco (%)",3.5,NA,"","","BR","Khagaria"
"102. Men age 15 years and above who use any kind of tobacco (%)",43.7,NA,"","","BR","Khagaria"
"103. Women age 15 years and above who consume alcohol (%)",0.1,NA,"","","BR","Khagaria"
"104. Men age 15 years and above who consume alcohol (%)",6.9,NA,"","","BR","Khagaria"
"1. Female population age 6 years and above who ever attended school (%)",56,46.8,"","","BR","Kishanganj"
"2. Population below age 15 years (%)",39.9,40.6,"","","BR","Kishanganj"
"3. Sex ratio of the total population (females per 1,000 males)",1199,1086,"","","BR","Kishanganj"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1016,945,"","","BR","Kishanganj"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",74.3,66.2,"","","BR","Kishanganj"
"6. Deaths in the last 3 years registered with the civil authority (%)",33.5,NA,"","","BR","Kishanganj"
"7. Population living in households with electricity (%)",95.8,53.5,"","","BR","Kishanganj"
"8. Population living in households with an improved drinking-water source1 (%)",100,99.1,"","","BR","Kishanganj"
"9. Population living in households that use an improved sanitation facility2 (%)",52.4,17.3,"","","BR","Kishanganj"
"10. Households using clean fuel for cooking3 (%)",15.3,5.7,"","","BR","Kishanganj"
"11. Households using iodized salt (%)",94.8,95.9,"","","BR","Kishanganj"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",8.1,10.9,"","","BR","Kishanganj"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",5.9,NA,"","","BR","Kishanganj"
"14. Women who are literate4 (%)",48,NA,"","","BR","Kishanganj"
"15. Women with 10 or more years of schooling (%)",15,12.1,"","","BR","Kishanganj"
"16. Women age 20-24 years married before age 18 years (%)",36.6,25.4,"","","BR","Kishanganj"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",5.2,5.4,"","","BR","Kishanganj"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",10,6.6,"","","BR","Kishanganj"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",39.8,19.7,"","","BR","Kishanganj"
"20. Any method6 (%)",25.3,12.2,"","","BR","Kishanganj"
"21. Any modern method6 (%)",21,11.9,"","","BR","Kishanganj"
"22. Female sterilization (%)",14.6,8.8,"","","BR","Kishanganj"
"23. Male sterilization (%)",0.1,0,"","","BR","Kishanganj"
"24. IUD/PPIUD (%)",0.5,0.1,"","","BR","Kishanganj"
"25. Pill (%)",2.4,1.4,"","","BR","Kishanganj"
"26. Condom (%)",2.5,1.4,"","","BR","Kishanganj"
"27. Injectables (%)",0.5,0.1,"","","BR","Kishanganj"
"28. Total unmet need7 (%)",21.7,24.9,"","","BR","Kishanganj"
"29. Unmet need for spacing7 (%)",8,8.1,"","","BR","Kishanganj"
"30. Health worker ever talked to female non-users about family planning (%)",12.2,8.6,"","","BR","Kishanganj"
"31. Current users ever told about side effects of current method8 (%)",43.3,31.5,"","Based on 25-49 unweighted cases","BR","Kishanganj"
"32. Mothers who had an antenatal check-up in the first trimester (%)",37.6,38,"","","BR","Kishanganj"
"33. Mothers who had at least 4 antenatal care visits (%)",17.1,15.5,"","","BR","Kishanganj"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",79.2,83.8,"","","BR","Kishanganj"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",17.5,15.4,"","","BR","Kishanganj"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",10.9,0.7,"","","BR","Kishanganj"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",84.7,77.3,"","","BR","Kishanganj"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",40.7,40.6,"","","BR","Kishanganj"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",4174,2219,"","","BR","Kishanganj"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",2.6,1.6,"","","BR","Kishanganj"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",42.1,NA,"","","BR","Kishanganj"
"42. Institutional births (%)",54.6,41.8,"","","BR","Kishanganj"
"43. Institutional births in public facility (%)",41.5,33.6,"","","BR","Kishanganj"
"44. Home births that were conducted by skilled health personnel10 (%)",12.4,16.6,"","","BR","Kishanganj"
"45. Births attended by skilled health personnel10 (%)",64.9,58,"","","BR","Kishanganj"
"46. Births delivered by caesarean section (%)",12.1,7.9,"","","BR","Kishanganj"
"47. Births in a private health facility that were delivered by caesarean section (%)",71,51.3,"","","BR","Kishanganj"
"48. Births in a public health facility that were delivered by caesarean section (%)",6.6,10.9,"","","BR","Kishanganj"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",67.3,54.9,"","","BR","Kishanganj"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",80.9,65.1,"","","BR","Kishanganj"
"51. Children age 12-23 months who have received BCG (%)",93.2,85.9,"","","BR","Kishanganj"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",70.2,68.8,"","","BR","Kishanganj"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",80.3,72.7,"","","BR","Kishanganj"
